Handle,LevDistance,IntersectionalityScore,DDNADistance,APUScore,SADScore,GrantOwner,IPsShared
fff17,2,0,0,0,0,0,0
tangwenzero,4,2,0.14,0,0,0,0.5
muginoka,3,3,0.47,0.15,1,0,0
whitedeer03,4,2,0.3,0.03,1,0,0.4
mik202206,1,0,0,0,1,0,0
anderymo,2,2,0,0.11,1,0,0
oribaba1,3,3,0.11,0,1,0,0.8
caihaichai64,4,0,0,0.07,1,0,1
zerser,2,1,0,0.08,0,0,0.08
pacificpelago,6,3,0.2,0.28,1,0,0
masabb,2,4,0.27,0.16,1,0,1
zhangjemes,3,4,0,0.08,1,0,0
nguyenhuuphuoc2809,6,3,0.09,0.1,0,0,0.06
shomurad,2,1,0.12,0.1,1,0,0
sherzodbuy,3,1,0.22,0.1,1,0,0
shrazatd,3,1,0.11,0.1,1,0,0
coinsherdev,3,1,0.11,0.1,1,0,0
adwaid181,3,3,0.07,0.11,1,0,0
forotafz3,4,0,0,0,0,0,0
gguogg,2,4,0,0.18,1,0,0.5
dapperrrrrr,4,1,0,0.1,1,0,0
assim138pkl,1,1,0,0,1,0,1
tmwyncool,3,2,0,0.11,1,0,0
huzhenchuan1234,4,0,0,0.07,1,0,1
juniorjee,2,4,0.3,0.2,1,0,0.88
ambi01,2,0,0,0,1,0,0
p16p21,3,1,0.09,0.1,1,0,0
otr310059,4,2,0.12,0.1,1,0,0
kkwyxz,3,4,0.23,0.03,1,0,0.67
mrphan2427,3,2,0.17,0.16,1,0,0
nodeggww,2,0,0,0.1,1,0,1
jerryonestone,5,4,0.34,0.1,0,0,1
buicrypto,2,1,0.26,0,1,0,0
k3522045,1,3,0.17,0,1,0,1
shuangcaozai5389,6,0,0,0,0.02,0,0
sangnaishun4007445,9,0,0,0,0.02,0,0
cuixionglu6994,5,0,0,0,0.02,0,0.17
caoxiaojix81,5,3,0,0,1,0,1
jiayong49518938,6,0,0,0,0.02,0,0
banpa614168,5,0,0,0,0.02,0,0
hanggang598627,6,0,0,0,0.02,0,0
buyou780619,4,0,0,0,0.02,0,0
caibojing1397897,7,0,0,0,0.02,0,0
papin19907474,5,0,0,0,0.02,0,0
anyray524,4,4,0.2,0.05,1,0,0
inspire2326,3,3,0,0,1,0,0.33
odobrenda,3,0,0,0.06,1,0,1
jesscar11,3,4,0.38,0.11,1,0,1
herofang,2,4,0.15,0.1,0,0,0.45
tranngochung08,3,4,0,0,1,0,0
andredmj13,3,3,0.12,0.2,1,0,0.67
rmalashenko,4,2,0,0.06,1,0,0
japan04,2,2,0.17,0.13,1,0,0.5
maowei8,2,3,0.12,0.2,1,0,0.67
kumaruhon,3,0,0.17,0.23,1,0,0
tomtran2018,4,2,0.12,0,1,0,0
hongking0908,4,4,0,0.08,1,0,0
aegishafiq,2,3,0.17,0.16,0,0,0.55
hechun485912750,8,0,0,0,0.02,0,0
rufuss0905,4,2,0.5,0,0,0,0
jiaqingfeng,3,4,0.35,0.15,0,0,0.6
wkjsestop,2,0,0.2,0.34,0,0,0.28
anselhm,1,0,0.38,0.08,1,0,0
mhkls5,2,1,0.12,0.16,0,0,0
hopubbipl,4,2,0.17,0.11,1,0,0
assim137pkl,1,1,0,0,1,0,1
wesleydias86,4,2,0,0.08,1,0,0
johnli92,2,4,0,0.16,1,0,0
danteel97,3,1,0.17,0,0,0,0
yuanfang0717,3,3,0,0,1,0,0
minhtbk,1,2,0.38,0.26,0,0,0
libai-we,2,1,0,0,1,0,0
a747996286,4,4,0.22,0,0,0,0.4
tranngoctram,4,2,0.19,0,0,0,0.25
dboudro,3,4,0,0,0,0,0
yangxa01,3,4,0.25,0.08,0,0,1
rasmuky,2,3,0.5,0,0,0,0
blakeees,2,4,0,0.13,0,0,0.58
jithrou,2,2,0,0.05,1,0,0
masaun,1,0,0.8,0,0,0,0.16
bajiang744525361,8,0,0,0,0.02,0,0
assim136pkl,1,1,0,0,1,0,1
linhai5701,4,4,0.11,0.11,1,0,0.67
anonjeet,3,3,0.38,0.03,1,0,0.64
imja16,2,0,0.08,0.15,1,0,0
luutam959595,5,1,0.16,0.11,0,0,0.17
salarshaker,3,2,0.22,0.1,1,0,0
chyort,2,1,0,0.06,1,0,0.5
keshkul,3,4,0.31,0.36,0,0,0
raiksibel,3,4,0.07,0.21,1,0,0
insp-spacetime,1,3,0.17,0.15,0,0,0.5
panchenmeng4814616,9,0,0,0,0.02,0,0
hunglethe,3,1,0,0,0,0,0.67
qucairao4673,5,0,0,0,0.02,0,0
yaohanke600245859,9,0,0,0,0.02,0,0
qutaolue8123,5,0,0,0,0.02,0,0
kuangdi1841981,6,0,0,0,0.02,0,0
kdeep00,3,3,0.06,0,0.04,0,0
zhuwenlu9359100,6,0,0,0,0.02,0,0
anaccount3891,5,2,0.18,0,1,0,0
polaris52066,4,2,0.07,0,1,0,1
william019192,4,0,0,0.11,1,0,0
vickyyuyuyu,3,2,0,0,1,0,0.33
story000,3,0,0.38,0,0,0,0
hunglt0104,3,1,0,0,0,0,1
redpatmuz,4,5,0.11,0.15,1,0,0.25
pscvictor,2,3,0.19,0.11,1,0,0.65
meshboxtech,4,3,0,0,0,0,1
roki9876,3,0,0.06,0.16,0,0,0
0x4531,2,3,0.31,0.28,1,0,1
zero0bass,3,3,0,0,1,0,0
dm883905,3,1,0,0.13,1,0,1
lion78315,3,2,0.1,0,1,0,1
bigtravwashere,6,3,0.12,0,1,0,0
serlarrain,3,1,0.43,0.07,1,0,0
seaforestyu,4,1,0,0,1,0,0.33
minhduc0401,4,2,0,0,0.92,0,1
coolbreezejammy,5,0,0,0.07,1,0,0
goodmorning222,3,3,0.09,0.15,1,0,0.67
cairan5230,3,4,0.42,0.11,1,0,0.89
dimas011991,4,0,0,0.03,1,0,0
southcity,3,1,0.71,0.21,0,0,0.2
flxc11,2,1,0.14,0,0,0,0.4
angle8888,2,1,0,0,1,0,1
bruce-tt,2,2,0.17,0,0,0,0.91
teddywinanta,5,3,0,0,1,0,1
hidannnnn,3,1,0.19,0,0,0,0.1
leonelal2020,2,3,0,0.08,0,0,0
shuhagty,3,1,0.22,0.11,1,0,1
assim135pkl,1,1,0,0,1,0,1
jingyaw,2,3,0.14,0,1,0,1
trinhphuongdhkt,6,4,0.6,0.1,0,0,0.12
zhengxiong2021,3,4,0.06,0.16,1,0,0.88
teresitak,1,1,0.22,0.11,1,0,1
liulaocai18,5,4,0.36,0.11,0,0,0.53
demetriced,4,1,0.22,0.11,1,0,1
kyle227934,4,0,0,0,1,0,0.75
honorhiv,3,1,0,0,1,0,0
whitelyo,2,1,0,0.05,1,0,1
mnop40,2,2,0,0.13,1,0,0
lamboshinakaghini,8,4,0.5,0.33,0,1,0
yishilu78,4,1,0,0,1,0,0
mushutech,2,2,0.08,0.1,1,0,0
inocenciab,4,1,0.22,0.11,1,0,1
sekky0218,4,2,0.37,0.18,0,0,0
olenear,2,1,0.11,0.11,1,0,1
di55789,3,2,0,0.11,1,0,0
astraman7,1,3,0,0.11,0,0,0.6
duojj55,3,2,0,0.18,1,0,0
nosvagor,2,2,0,0.16,0,0,0
andriaswit,2,1,0,0.11,1,0,0
balekaton,3,1,0,0,1,0,0
lushorina,3,1,0,0.06,1,0,0.33
zanls226,3,0,0.5,0.13,0,0,0
michaelhealyco,4,0,0.14,0.1,0,0,0
fu456236,4,2,0,0.13,1,0,0
blairexyz,3,1,0,0,1,0,0
ailiuting18,4,3,0.17,0.08,1,0,0.88
lucasregueiroo,6,2,0.12,0.03,1,0,0
zhonghe183,3,1,0,0,1,0,0
stackaccount1,5,1,0.45,0.11,0,1,0
shabujtazul,4,1,0.44,0.28,0,0,0.12
assim134pkl,1,1,0,0,1,0,1
pamela6109,3,4,0,0.1,1,0,0
huzhenchuan,3,0,0,0.08,1,0,1
kvijaykumar99,3,3,0.28,0.11,1,0,0
alikocoin,2,1,0.25,0.1,1,0,0
ww941019,4,4,0.04,0.34,0,0,0.84
beifenga,2,4,0.12,0,1,0,0.67
elbaratonr,1,4,0.2,0.13,0,0,0
volimir,3,2,0.12,0.03,1,0,0
temmy03,2,2,0,0.18,0.18,0,0.93
juanberbesi23,5,3,0.2,0.1,0,0,0
flyterly,2,2,0,0,1,0,0
tootoohk,3,4,0.15,0.15,0,0,0.24
alben2009,2,4,0,0,0,0,0.78
qazweq85,3,2,0,0.13,1,0,0
abcoathup,4,4,0.25,0,0,1,0
eddie47253,4,0,0,0,1,0,1
ansontan9,2,1,0.04,0,1,0,1
mottan1996,3,4,0,0,0,0,0.7
lethehung0104,5,3,0.08,0,0,0,0.18
mprclvvx,4,0,0,0,1,0,1
zloy30,3,2,0,0.07,1,0,0
jahangir16k,2,2,0,0.11,1,0,0
loten1235,2,2,0,0.13,1,0,0
wossean,2,4,0,0,0,0,0.47
huaiwei3460868,6,0,0,0,0.02,0,0
1175601131,4,1,0,0,1,0,0
wangcaitao11693250,8,0,0,0,0.02,0,0
shiliao24517706,7,0,0,0,0.02,0,0
pengnuoji37219,6,0,0,0,0.02,0,0
chen4hao,2,4,0.06,0,0,0,0
fan0438102770,6,0,0,0,0.02,0,0
za07314806,5,0,0,0,0.02,0,0
tomcruz999,4,2,0,0,0,0,0
xiyingqiang6382,5,0,0,0,0.02,0,0
caochen28701,4,0,0,0,0.02,0,0
houlu6069140,6,0,0,0,0.02,0,0.2
assim133pkl,1,1,0,0,1,0,1
mikedemelo,3,1,0.2,0,0,0,0
yv3567778,4,2,0,0.16,1,0,0
rcnrbxilpz,5,0,0,0,1,0,0.5
fuii56r,4,2,0,0.13,1,0,0
molotovbeer,4,3,0.05,0.13,1,0,0
julywa,2,1,0,0,1,0,0
vodangvinh,3,NA,0.3,0.08,0,0,0.32
andrefranceschini,5,2,0.33,0.05,1,0,0
dukunonline,3,3,0,0,1,0,1
validatty,2,NA,0,0,1,0,0
zhanbo0011,3,0,0,0,1,0,0
qinsizheng,3,0,0,0.08,0,0,0
sodikinujang,5,3,0,0,1,0,1
dwrvy,2,0,0,0,1,0,1
wuwei6690,3,2,0.04,0.1,1,0,1
coinanargul,4,1,0.12,0.1,1,0,0
yandan19899,3,4,0,0.11,0,0,0.32
chinbaba,2,2,0.3,0,1,0,0
kangster-eth,4,3,0,0,1,0,0
millerbus,2,0,0,0.08,1,0,1
abec1123,2,1,0,0,1,0,0
yfuqva,3,0,0,0,1,0,0.5
iratarzanka,4,1,0,0.06,1,0,0.33
azarbabas,2,NA,0,0,1,0,0.5
btcethgo,2,3,0,0.1,1,0,0
heather89920542,5,0,0,0,0.02,0,0
shenbin22982,4,0,0,0,0.02,0,0
gongpintan160396,7,0,0,0,0.02,0,0
kaylaca80105475,8,0,0,0,0.02,0,0
michell18137454,5,0,0,0,0.02,0,0
lisafinest8,4,0,0,0,0.02,0,0
smartmeshfoundation,6,3,0,0,0,0,1
kristen63086733,6,0,0,0,0.02,0,0
erintho02227481,7,0,0,0,0.02,0,0
dominiquemayf10,5,0,0,0,0.02,0,0
bazarba,2,1,0.12,0.1,1,0,0
durahimov,3,1,0.22,0.1,1,0,0
fameryue,2,2,0.18,0.05,1,0,1
langmut12h,4,0,0,0,0,0,0
wanshishunxin,5,4,0,0.18,1,0,1
gorath2010,3,4,0,0,0,0,0.82
zer0dot,2,4,0.11,0,0,0,0
zengxiaopang,3,0,0.1,0.08,0,0,1
slowly632162641,7,0,0,0.13,1,0,1
97wrty,3,2,0,0.13,1,0,0
haiyang0303,3,2,0.25,0.05,1,0,0.8
davidperezyou,4,2,0,0.04,1,0,0
frybiryiba,5,0,0,0,1,0,0
andersonflorra02,6,0,0,0,1,0,0
brycee963,3,1,0.17,0.11,1,0,0
osmosome,3,3,0.07,0,1,0,0.38
sue98079,3,1,0,0,1,0,0.33
alicezaa,2,NA,0,0,1,0,0.5
jhd2best,3,4,0.29,0.33,0,0,0.03
enlee62,2,1,0,0.2,1,0,0.25
stkjames,3,3,0.33,0.1,1,0,0.6
gzh1205,3,4,0.08,0.15,0,0,0.45
xuanxs,1,4,0,0,0,0,0.3
qtyxvnzchdj,6,0,0,0,1,0,0
windsings,2,0,0.1,0.13,0,0,0.25
kerryhank,3,3,0.11,0,1,0,0.5
jomarddd,3,3,0.14,0,1,0,1
shmilyli-ying,5,2,0.11,0,1,0,1
rrvhjdd,3,2,0,0.15,1,0,0
dffhh43,3,2,0,0.13,1,0,0
familywoai,3,4,0,0.1,1,0,0.8
akuncoin,2,4,0,0,1,0,1
fuibrrhvue,5,0,0,0,1,0,0
jabarakb5544,6,2,0.29,0.11,1,0,0
beckyki33512982,8,0,0,0,0.02,0,0
tiffany18751949,6,0,0,0,0.02,0,0
cecilia20797303,6,0,0,0,0.02,0,0
dawnfre17203960,7,0,0,0,0.02,0,0
juanabenton10,5,0,0,0,0.02,0,0
wendygr17024386,7,0,0,0,0.02,0,0
pamelay50287764,7,0,0,0,0.02,0,0
jennife86540845,5,0,0,0,0.02,0,0
maryoha14395592,7,0,0,0,0.02,0,0
victori35498343,6,0,0,0,0.02,0,0
fargsenmorgab,6,0,0,0,1,0,0
cryptoip,1,1,0,0.03,1,0,0
johnbkoury,3,0,0,0,1,0,0
aromealaeson,5,0,0,0,1,0,0
pokd32,2,1,0,0.07,1,0,0
flakesgg,3,4,0.31,0,0,0,0.46
margaretkingi3bieykx,10,1,0,0.13,1,0,0
cupea9527,3,3,0.29,0.25,0,0,0.93
ranulfo17,3,0,0,0.07,0,0,1
574708831,4,1,0,0,1,0,0
btcupp66,3,2,0,0.08,1,0,0
hesi7,2,4,0.15,0,1,0,0.8
mars0423,2,1,0,0,1,0,1
jordyn88,2,2,0,0.13,1,0,0
mik202205,1,0,0,0.08,1,0,0
shaneue,2,2,0.11,0.08,0,0,0.08
adczu,2,3,0.12,0.13,1,0,0
stupptate,4,3,0.05,0.23,1,0,0.5
jessikavi,2,1,0.12,0.11,1,0,1
mollyhappiness,5,0,0,0,1,0,0
kan2012,2,0,0,0,0,0,1
lanmengxinniang,6,1,0.11,0.1,1,0,0.86
birthm,1,1,0,0.05,1,0,1
jonnyvaldez,4,2,0,0.03,1,0,0
evgenviko,2,2,0,0.06,1,0,0
hasiang,2,4,0.5,0,0,0,0.24
abnerfang,2,4,0.31,0.29,0,0,0.54
sxcv7,2,2,0,0.13,1,0,1
janinasel,3,1,0.12,0.11,1,0,1
zhangwei1121,3,2,0,0.08,1,0,1
jinshanyinshan,5,4,0,0.18,1,0,0.5
magnificentsnail,6,3,0.35,0,1,0,0.44
desertrat10,4,2,0.64,0.23,0,0,0.75
mketil03,3,3,0.09,0.23,1,0,0.5
kirklkathr1,4,3,0.05,0.25,1,0,0.5
ethup1112,3,2,0,0.1,1,0,0
ryhno-eth,3,3,0.43,0.15,1,0,0
danliantianji,5,4,0.3,0.1,1,0,0.9
m0nkeyfl0wer,2,4,0.62,0.08,1,1,0.05
andire3,2,4,0.28,0.2,1,0,0
mehant510,3,0,0,0,1,0,1
jbodington,2,4,0.26,0,0,0,0
kilamka,2,4,0,0,1,0,1
maybesheltontwo,7,0,0.12,0,1,0,0
juanl0pes,2,4,0.21,0.08,0,0,0
punaho,2,1,0,0.16,1,0,1
phyoneyout,4,1,0,0,1,0,0
ttu789,2,3,0,0.16,1,0,0
gardpupp,3,3,0,0.26,1,0,0.6
metalnow,2,3,0,0,0,0,0
luismarrero618,6,1,0.33,0,1,0,0
daffaalqis,3,2,0.16,0.11,0,0,0
bxciuaw,3,0,0,0,1,0,1
stefans23,2,2,0.2,0,0,0,0.35
fabianoak,1,1,0,0,1,0,0
tb123455,2,3,0,0.25,1,0,0
melcamacho,3,1,0.22,0.11,1,0,1
dustinkeib,3,0,0,0.13,0,0,0
jessica9988lu,4,2,0,0,1,0,1
nmtneo,2,2,0.38,0.16,1,0,0
jiaslowly,3,0,0,0,1,0,1
lvuu1314,2,3,0,0.23,1,0,0
michelleanmar,4,2,0,0,1,0,0
ashestun,2,4,0,0.03,0,0,0.4
marshalldes,3,1,0,0,1,0,0
jfbokgcy,3,0,0,0,1,0,1
carrotq,2,1,0,0.05,1,0,1
chonger88888,4,4,0.14,0,0,0,0.5
alveroshorias,5,0,0,0,1,0,0
katielu89124128,7,0,0,0,0.02,0,0
evelynm02291722,5,0,0,0,0.02,0,0
lauramo85111697,7,0,0,0,0.02,0,0
melissa95806660,7,0,0,0,0.02,0,0
btctothe,3,3,0,0.11,1,0,0
mandyupton13,5,0,0,0,0.02,0,0
carolha54768184,7,0,0,0,0.02,0,0
melissa18572995,6,0,0,0,0.02,0,0
laurenj22249119,7,0,0,0,0.02,0,0
bostickpatty,5,0,0,0,0.02,0,0
cdinfos,2,4,0.16,0,0,0,0.58
nightlostk,3,3,0.04,0,0,0,0.17
esouzea,1,0,0,0,1,0,0
lwjjjj,3,4,0.22,0.34,0,0,0.67
cro547,3,4,0.07,0,1,0,1
shhh756,3,3,0,0.1,1,0,0
nivedgop,3,0,0.06,0.1,1,0,0
darinrowe,3,0,0.12,0,0,0,1
antoninmessing,5,2,0,0,0,0,0
judi-nft,3,1,0,0,1,0,1
thinkdecade,4,4,0.69,0.11,0,1,0.06
arvxiewvne,4,0,0,0,1,0,0
kaptenkadek,4,0,0.2,0.13,1,0,0
nodiratan,3,1,0.12,0.1,1,0,0
wbaim,2,3,0.05,0.1,1,0,0.4
nuhollic,3,4,0.12,0,0,0,0.06
krillo4k,3,1,0,0,1,0,0
d11344,3,3,0,0.33,1,0,0.67
lgyong3,3,2,0,0,1,0,1
ywx0219,3,NA,0,0,1,0,0
pinmao,1,2,0.11,0.18,1,0,1
pinnacle94,4,4,0.04,0.2,0,0,0.64
sun2055s,3,0,0,0,1,0,1
wangfeimi,3,2,0.06,0,1,0,1
poplini,2,0,0,0,1,0,1
shenba0628,4,4,0,0.28,1,0,1
junekij,2,3,0,0.08,1,0,0
wenyune,2,3,0.12,0.18,1,0,1
nekokoban-kasoutuu,10,4,0.32,0,0,0,0.11
jcat35,3,2,0.38,0.2,1,0,0
nuomituanzi6,1,3,0.08,0.05,0,0,0.5
jukilpolik,4,1,0.2,0.1,1,0,0
jeanbarmil,3,1,0.08,0.1,1,0,0
akafish00,3,2,0.21,0.23,0,1,0
suchwoman,3,3,0.3,0.1,0,0,0.38
ashleyr81502980,6,0,0,0,0.02,0,0
kellywh02945648,8,0,0,0,0.02,0,0
kenyaor21505140,7,0,0,0,0.02,0,0.2
meganri58419955,7,0,0,0,0.02,0,0
latoyalittles,5,0,0,0,0.02,0,0
ashleyp13344285,7,0,0,0,0.02,0,0.2
angelas89828783,7,0,0,0,0.02,0,0
emilybr40927491,6,0,0,0,0.02,0,0
jessica45787429,5,0,0,0,0.02,0,0
mickeystites10,6,0,0,0,0.02,0,0
0xguccidax,4,1,0.8,0,1,0,0
zhaomou945,4,1,0,0,1,0,0.5
antiag,2,3,0,0.26,1,0,0.67
micrec,2,0,0,0,1,0,0
asinhaaa,2,2,0,0,1,0,0
mybtcforever,4,1,0,0,1,0,1
bobbyyreed3,4,1,0,0.11,1,0,0
ntd63t,2,4,0.07,0.13,0,0,0
bingshi21,2,0,0,0.03,1,0,0.5
lizi2b3,3,3,0.23,0.18,1,0,0
upbeatnew,4,0,0,0.08,1,0,1
yuzmrwsv,4,0,0,0,1,0,1
derrick0162,2,0,0,0.1,1,0,0
enenuru,3,0,0.11,0,0,0,0.5
jeff-liang,2,2,0.57,0,0,0,0
cacalo19,2,1,0,0.18,0,0,0
olivolumi,3,2,0,0,1,0,1
zxiao0,2,1,0,0.08,0,0,1
helinhuixinsheng,7,1,0.55,0,0,0,0.36
quyvh,2,2,0.33,0,0,0,0
daelij,2,1,0.56,0,1,0,0
laytonre,2,1,0,0,1,0,0
dpspace2050,3,2,0.2,0.2,1,0,1
cryptomaxdagr8t,5,2,0.26,0.28,0,0,0.89
kingleo233,3,3,0.57,0.15,1,0,0
dmqvag,3,0,0,0,1,0,0
hd878,2,4,0.13,0,0,0,0.08
fatimaju,2,0,0,0.05,1,0,1
tjayrush,3,4,0.66,0.47,0,1,0.2
martham48907663,7,0,0,0,0.02,0,0
jdreyespaez,5,5,0.17,0,1,1,0.03
saragulson,3,0,0,0,0.02,0,0.2
angelam99631232,6,0,0,0,0.02,0,0
ashleym51348369,7,0,0,0,0.02,0,0
irisenft,3,2,0.14,0.13,1,0,0
candydenney1,4,0,0,0,0.02,0,0
sheldon-btc,4,1,0.2,0,1,0,1
mlpoisdresis,5,0,0,0,1,0,0
amydykstra15,5,0,0,0,0.02,0,0
brandiz65906175,6,0,0,0,0.02,0,0
kimlope96810266,8,0,0,0,0.02,0,0
daisyha72508405,7,0,0,0,0.02,0,0
shotgunmaster1998,8,1,0.56,0,0,0,0
tsalamg,2,1,0,0,1,0,1
byhukpolik,4,1,0.03,0.15,1,0,0
nlponssrdeas,5,0,0,0,1,0,0
rccfglobal,3,2,0.06,0.15,1,0,1
emnopy,2,1,0.22,0.11,1,0,1
lecheejor1988,5,0,0,0.08,1,0,0
wang5five,3,1,0,0.1,1,0,1
jujuhu1,3,1,0.14,0,1,0,1
zumen45,2,3,0.06,0.15,1,0,0.75
vive-cc,2,0,0,0.1,1,0,1
buimanhtuan1990,5,4,0.06,0.11,1,0,0.1
hellopmdemo,4,1,0.09,0,1,0,1
henr888,2,3,0.14,0.06,1,0,0
krystallu83,3,2,0,0,1,0,1
bxpana,2,4,0.48,0.29,0,0,0.29
junedkkr,2,3,0.3,0.07,1,1,0.33
netrim,2,3,0.37,0.08,0,0,0
jilland30024458,7,0,0,0,0.02,0,0
saalan201,3,0,0,0.03,1,0,1
crazyhuy,3,3,0.16,0,1,0,0.67
vsc11494,4,3,0,0.2,0,0,0
plbcwenwu,4,4,0,0.28,1,0,1
xiaoliangliu,4,4,0.12,0.38,0,0,0.21
martingna,2,NA,0,0,1,0,0.5
love-moment,1,3,0,0,0,0,0
wxkxysfht,5,0,0,0,1,0,1
masterwdi,2,1,0.05,0.2,0,0,0
kamlesh190691,5,0,0.09,0.18,0,0,0.11
wgeoqk072,4,2,0,0,1,0,1
doxosjas,3,1,0.12,0.1,1,0,1
paradisekiller1,6,1,0.09,0.11,1,0,0
njad11664,4,0,0.13,0,1,0,1
johnson2572,3,0,0,0.08,1,0,1
danb1983,2,0,0.17,0,0,0,0
ze4020,2,0,0.11,0,1,0,0
ganyluser,3,2,0,0,1,0,0
pensenrs,3,4,0.05,0.1,0,0,0.54
ponchimeow,4,0,0,0.1,0,0,0
mhc2493,3,NA,0,0.1,1,0,1
riteefi19,4,1,0,0.08,1,0,0
boots86,2,3,0.25,0.1,0,0,0
rubel5670,3,NA,0.06,0.16,0,0,0
draewill,2,3,0.38,0.1,0,0,0.33
kabirtas27,3,0,0,0,1,0,1
detoxifies,4,2,0,0.18,1,0,1
ridwannurudeen,5,2,0.25,0,0,0,0.55
lilei5200,3,1,0.19,0,0,0,0.4
rinysunk,3,0,0.4,0,1,0,0
zahrasaf,3,3,0.17,0,0,0,0
horsefacts,3,4,0.66,0.28,1,1,0
zcf668,2,4,0,0.23,0,0,0.75
likemoontoo,3,1,0.06,0,1,0,1
abbass9,2,2,0.17,0.1,1,0,0
winnie618,2,4,0.18,0.16,1,0,0.67
putrikeme,3,3,0.43,0.18,1,0,0
damienballs,4,1,0,0,1,0,0
qclaoganbu,4,0,0.33,0,1,0,0
hsypl,2,4,0.05,0,0,0,0.44
0xbifftannen,5,0,0,0,1,0,0
kanto-render,5,3,0,0.1,1,0,0
paro23,2,3,0.31,0.13,1,0,0.36
phated,2,1,0.62,0.03,0,1,0.05
busineyaya,3,1,0.12,0.11,1,0,1
alphaserpentis,5,0,0.53,0.15,0,1,0.17
yao-jinchun,4,2,0,0,1,0,0
davidlidz,2,0,0.52,0,1,0,0
zhaojin206,3,3,0.2,0.03,0,0,0.17
kamescg,2,2,0.2,0.2,0,1,0.08
lanse126323,1,4,0.25,0,0,0,0.93
saraarex,2,2,0,0,1,0,1
wood448,3,4,0.31,0.15,1,0,0.33
muguika,2,0,0,0.18,0,0,0
jakejonar,3,1,0.08,0.1,1,0,1
seekei46,3,1,0,0.11,1,0,1
windhood-jza,6,3,0.44,0.23,0,0,0.15
arturkul1gw,4,1,0.25,0.08,1,0,0.5
marrylai,3,2,0,0.1,0,0,1
samat14,2,0,0.25,0.13,1,0,0
gallodasballo,2,4,0.33,0.23,0,1,0
blondie8796,4,0,0,0.08,1,0,1
lordfernando,3,0,0.16,0.11,1,1,0
weebojp,3,4,0.35,0.05,0,0,0.04
dbarobin,2,2,0,0.11,0,0,1
ihaonan-dyn,3,3,0.08,0.15,0,0,0.93
ommaara,2,1,0,0.08,1,0,0
lakeiss,1,0,0,0,1,0,1
petitaj1,3,0,0,0.1,1,0,0
tanaz26,2,0,0,0,1,0,1
adedelight,3,3,0.25,0,1,0,1
lovechaochao2258,4,4,0,0.2,1,0,1
viviscoo,2,1,0,0.08,1,0,1
bobbo-maker,4,0,0,0.1,1,0,0
mertozdal,3,3,0.38,0.08,0,1,0.04
kebaatz,2,NA,0,0,1,0,0.5
liusengseng,3,2,0.33,0.21,0,0,0.57
ujjwal9760,3,3,0.22,0.1,1,0,0
lhghroom,3,1,0.06,0,0,0,0.6
ktgubt,2,0,0,0,1,0,0
gophunkyourself,5,1,0,0.1,1,0,1
landynah,3,1,0,0,1,0,0
yudekaikai,4,0,0,0,1,0,1
ann1334,2,3,0,0.1,1,0,0
rrrrr4,1,3,0.12,0.1,1,0,0
dale786,3,2,0.2,0.13,1,0,0
ryptotalent,3,3,0.18,0,1,0,0.33
knightowl604,4,3,0.21,0.21,0,0,0
fogelashot7,5,1,0,0.08,1,0,0
shuwski,3,1,0.08,0.2,1,0,0
gsu-github,2,4,0.09,0.1,1,0,0
chomen47,2,1,0.08,0.23,1,0,0.8
aladovich,3,3,0.62,0.16,1,0,0
pesimisteth,4,3,0.09,0.13,1,0,0
lopikkolop9,5,1,0,0.11,1,0,0
cryptodelphia,4,4,0.14,0.21,0,0,0
sumaliza,2,2,0,0,1,0,1
cryptphysio,4,1,0.2,0.05,0,0,0
wmuaok28,3,0,0,0,1,0,0
paulfeth,2,3,0.3,0,1,0,0
melai278,3,2,0.37,0,0,0,0
myz1237,2,4,0,0.08,0,0,0.17
azbuyone,2,NA,0.12,0,1,0,1
letri12345,2,0,0.23,0.1,1,0,0
ahsanch123,3,3,0.22,0.11,0,0,0.54
pablopa2020,4,4,0.33,0.03,0,0,0
xamdkx,2,4,0,0,0,0,0.17
kerkland,1,2,0.22,0.16,1,0,0
wfpynk,2,3,0,0,1,0,0
cocoapebblesag6,8,0,0.17,0,0,0,0
xhzi,2,3,0.44,0.13,1,0,0
maeganyork,3,4,0.29,0,1,0,0.75
bay888,1,4,0,0,1,0,0.67
karat0,2,3,0.25,0,0,0,0.5
spaspa5,1,3,0.09,0.11,1,0,0
ohurtado82,4,0,0,0.03,1,0,0.5
jeff143,2,1,0.59,0,0,0,0.73
royalalpha,4,2,0.06,0.07,0,0,1
wwxink178,3,2,0,0,1,0,0
yangki62,2,2,0,0,1,0,1
surengulenbek,5,2,0.12,0.13,1,0,0.33
qithue,2,0,0.25,0.1,1,0,0
poketboy,2,0,0,0.08,1,0,1
arunmadhu7,3,1,0,0.1,1,0,0
0432liwen,4,0,0.21,0,0,0,0.36
zshaolin,3,3,0.18,0.08,0,0,0.21
wangmk00,2,2,0,0,1,0,0
winddowor,3,2,0,0,1,0,1
zy2849613,4,3,0.21,0.34,0,0,0.63
paul-clainy,4,1,0.07,0.1,1,0,0
gconnect,1,0,0.33,0.13,0,0,0.9
urabe-masaya,5,2,0.4,0.08,1,0,0
ehandley527,3,0,0.2,0.11,1,0,0
elliottmatt,3,3,0.64,0.1,0,0,0.11
tombtc123,2,3,0.23,0.29,0,0,0.52
dario2210,2,1,0,0.11,1,0,0
